"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Trim30a",433.307676716864,-7.32522073642912,1.72417915070073,-4.24852645588021,2.15181238073036e-05,0.392748795730906
"Xkr4",34.6485788131829,0.0636064902003194,0.369072309428391,0.172341540059809,0.86316902864413,0.999958679639392
"Rp1",0.154957996329899,1.03644656494061,4.0804728567969,0.254001582981782,0.79949433515591,0.999958679639392
"Sox17",51.2068718958507,-0.0335951322299278,0.364118323351238,-0.0922643274876367,0.926488029982282,0.999958679639392
"Mrpl15",2266.31381261989,0.010151113796527,0.0801422515418402,0.126663696130716,0.899206580635604,0.999958679639392
"Lypla1",3830.25010682564,-0.0476657936316995,0.0870401947135438,-0.547629676020044,0.583946208344565,0.999958679639392
"Tcea1",2568.03988716787,-0.0272312310889782,0.0861499292680285,-0.316091160147756,0.751933316215135,0.999958679639392
"Rgs20",126.473760713729,0.226870789802708,0.237247620515152,0.956261602582516,0.338940083900793,0.999958679639392
"Atp6v1h",1310.03074708657,0.00622735516722796,0.121956143476214,0.0510622506560528,0.959275916343487,0.999958679639392
"Oprk1",20.9282054072971,-9.71038974331397e-05,0.480196276034115,-0.000202217098048134,0.999838654100637,0.999958679639392
"Npbwr1",9.61331142167217,-0.177377669913069,1.1275573234743,-0.157311443259065,0.8749994021294,0.999958679639392
"Rb1cc1",1850.72414272201,0.0285746710678819,0.147698555097589,0.193466151710162,0.846593912271227,0.999958679639392
"Fam150a",0.683418468323985,0.13274744761086,2.96327772150523,0.044797504684586,0.96426871407111,0.999958679639392
"St18",2.31081358358339,0.983828400464459,1.44061650372318,0.682921789332427,0.494656264598792,0.999958679639392
"Pcmtd1",759.285654479403,0.0391001161552646,0.139730721827714,0.279824763257678,0.779611952020044,0.999958679639392
"Sntg1",13.2110078442121,0.292159185879609,0.583017384001153,0.501115736677642,0.616289672315655,0.999958679639392
"Rrs1",3955.77970397506,-0.022187612999161,0.169824667370491,-0.13065011898864,0.896052093274549,0.999958679639392
"Adhfe1",9.1904614170284,0.433108379743748,0.706422288564745,0.613101238104625,0.539809401620364,0.999958679639392
"2610203C22Rik",0.308000392672897,-1.72090920017296,4.04374672963152,-0.425572943914263,0.670419058813178,0.999958679639392
"3110035E14Rik",1.62310534950716,-1.26886048504539,2.3201104299707,-0.546896591065025,0.58444977785575,0.999958679639392
"Mybl1",784.256335094502,0.0282136081538121,0.210348619868651,0.134127850096804,0.89330147742644,0.999958679639392
"Vcpip1",2308.28552742309,-0.0514155285520252,0.169517405524135,-0.30330530598349,0.761657202943403,0.999958679639392
"1700034P13Rik",8.10814146002586,-0.634124713620305,0.759719706437346,-0.834682460185204,0.403896519835691,0.999958679639392
"Sgk3",35.2819055906285,0.280969862831228,0.421878139566903,0.665997681509807,0.505412582335041,0.999958679639392
"Mcmdc2",0.47898335626272,-0.820023122933007,4.00107841469678,-0.204950525318598,0.837610779489242,0.999958679639392
"Snhg6",453.341998012633,-0.043313257197273,0.133241668984163,-0.325072910955664,0.745125890444095,0.999958679639392
"Snord87",16.0791206693438,-0.313673302520002,0.599172882032126,-0.523510512452037,0.600619037395858,0.999958679639392
"Tcf24",18.6224163696613,-0.190554057466985,0.745645160380127,-0.255555950191967,0.798293735713643,0.999958679639392
"Ppp1r42",1.25840004340095,1.55136240631451,2.12681410177906,0.72943018621929,0.465738558453418,0.999958679639392
"Cops5",2415.20196585858,0.0102463097378524,0.0860921492044337,0.119015610976578,0.905262987917705,0.999958679639392
"Cspp1",773.748246701607,-0.00916420997482,0.134352782700259,-0.0682100496218629,0.945618427163908,0.999958679639392
"Arfgef1",3332.06243163705,0.00158237349955565,0.113816895874864,0.0139027996449262,0.988907528152512,0.999958679639392
"Cpa6",1.55448387987903,1.9086450079186,3.01683291563449,0.632665136351171,0.526952341370766,0.999958679639392
"Prex2",1153.02883903781,-0.00869546008745326,0.129036969781062,-0.0673873549743682,0.946273335574957,0.999958679639392
"A830018L16Rik",110.580974813089,-0.0705878413219143,0.472352246469132,-0.149438987216772,0.881207249755023,0.999958679639392
"Sulf1",1992.12741837789,-0.0507533803241516,0.160472125964361,-0.316275365700729,0.751793507525148,0.999958679639392
"Slco5a1",461.696914924194,0.044905432742641,0.263092633205567,0.170682972744258,0.864473052132446,0.999958679639392
"Prdm14",1.23700473713578,-1.52686416252486,1.92463387261723,-0.793327075995262,0.427587285668624,0.999958679639392
"Ncoa2",2707.26158134797,0.104850627589588,0.125420947005654,0.835989761621411,0.403160662887536,0.999958679639392
"Tram1",3615.83937372848,-0.00339749765097928,0.0692830572215967,-0.0490379291449659,0.960889069199104,0.999958679639392
"Lactb2",902.395495863479,-0.00913720073617646,0.11676242532616,-0.0782546329493666,0.937625504405681,0.999958679639392
"Gm5523",7.56482102320679,-0.419355934795298,0.767937353792694,-0.546080917569878,0.585010316280742,0.999958679639392
"Eya1",168.579926864581,0.0320383221119293,0.277883338392372,0.11529414572777,0.908211978452753,0.999958679639392
"Msc",0.968870208332554,-0.0553219368567214,2.25418946675222,-0.0245418309652684,0.980420417467253,0.999958679639392
"Trpa1",59.7041440256469,-0.0174237623645644,0.762909144432594,-0.0228385810967349,0.981779032777845,0.999958679639392
"Kcnb2",23.8152110724454,-0.146380543530471,0.458699266650909,-0.319120945187543,0.749634801417609,0.999958679639392
"Terf1",1462.34285650078,-0.0334741858387972,0.10548744765647,-0.317328616650287,0.750994265621961,0.999958679639392
"Sbspon",0.47231345738407,0.866848473811481,3.22147251610064,0.26908454735499,0.787864621453483,0.999958679639392
"4930444P10Rik",1.76957021598093,-0.850968842952518,2.03334966351811,-0.418505905905121,0.675577269426852,0.999958679639392
"Rpl7",32775.964650942,0.00459616771277959,0.056374457592867,0.081529258267509,0.935021057590104,0.999958679639392
"Rdh10",656.755722606003,0.00351695520399197,0.222194829908231,0.0158282494936741,0.987371411420708,0.999958679639392
"Stau2",655.04186542844,-0.0049468148664219,0.136950952106715,-0.0361210695531874,0.971185822215061,0.999958679639392
"Ube2w",859.548957762517,-0.0444945209403721,0.170382693779436,-0.261144603089626,0.793980996399613,0.999958679639392
"Tceb1",2299.64911555177,-0.0432203605445738,0.08870766637956,-0.487222382332139,0.626100745456982,0.999958679639392
"D030040B21Rik",0.669088141964148,-0.139305151489982,2.97510274951965,-0.0468236438262422,0.96265378464973,0.999958679639392
"Tmem70",805.638432694088,-0.0768471983793508,0.0940156670713346,-0.817387152303485,0.413707215466844,0.999958679639392
"Ly96",6.84182812669664,0.124543609985464,0.775353637013738,0.160628136685013,0.872386292779384,0.999958679639392
"Jph1",308.873201913807,0.0871258554147915,0.199436769826377,0.436859539445211,0.662213216413209,0.999958679639392
"Gdap1",157.236109091549,-0.0435041768988344,0.332145272174866,-0.130979365185516,0.895791630960172,0.999958679639392
"Pi15",0.618318782287358,-2.72193552766797,3.60576991672082,-0.754883309399665,0.450319001188543,0.999958679639392
