"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Dhx9",10035.9252437029,-1.24479421855599,0.133538793258812,-9.32159253636092,1.14606977670429e-20,2.11094592171163e-16
"Ppp1r10",1905.17097213957,-0.538914617814433,0.0967791050210402,-5.56850177212602,2.56939016496928e-08,0.000236627987242846
"Lemd3",875.725819751016,-0.454886642445842,0.116441407188715,-3.90657115392477,9.36150851743904e-05,0.574765417942365
"Xkr4",212.642412347848,-0.0876300598722199,0.208455061421714,-0.420378662310053,0.674208853283922,0.999977554465229
"Rp1",1.18869973294598,-0.704323422098555,2.345387031198,-0.30030157612784,0.76394713111004,0.999977554465229
"Sox17",44.8924551243445,0.342150685683373,0.412453932325884,0.829548851077595,0.406793906032147,0.999977554465229
"Mrpl15",1396.60236375858,0.0632591826677659,0.0971131992642481,0.651396341043565,0.514790671976168,0.999977554465229
"Lypla1",2184.08198297601,0.0993102693897863,0.0923500315219864,1.07536800749378,0.282209999341892,0.999977554465229
"Tcea1",1843.41670929608,0.0957440282879045,0.0983579086294341,0.973424807644321,0.330342214349501,0.999977554465229
"Rgs20",143.69478181077,0.404226890671332,0.267751284541111,1.50971036932324,0.131117344212435,0.999977554465229
"Atp6v1h",2471.83131777723,-0.0225488331676325,0.150272480191034,-0.150052978023436,0.880722817955135,0.999977554465229
"Oprk1",10.2981735078,0.477815721938334,0.728977683278722,0.655460013246582,0.512171623407613,0.999977554465229
"Npbwr1",0.689905743105679,1.4731932716603,2.43653758779058,0.60462571110843,0.545427719066424,0.999977554465229
"Rb1cc1",2197.14351241753,-0.13290608722291,0.105565335958205,-1.25899364612953,0.208032626879947,0.999977554465229
"Fam150a",0.14055042751848,0.948590839314274,4.0804728567969,0.232470812232997,0.816172354747073,0.999977554465229
"St18",691.042213845325,-0.126928393532696,0.253058322743984,-0.501577629047622,0.615964658955056,0.999977554465229
"Pcmtd1",1222.95463657464,0.0224181706309586,0.126448549542897,0.177290848428066,0.859279938826363,0.999977554465229
"Sntg1",33.0906929092854,0.108971241020408,0.385119831272362,0.28295411498387,0.777212011076314,0.999977554465229
"Rrs1",1324.93851820213,0.0960516252488836,0.126427893709695,0.759734441747784,0.447413336960233,0.999977554465229
"Adhfe1",3.67278344160744,-0.386168077713972,1.14456910229999,-0.337391667255368,0.73582166536343,0.999977554465229
