"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Dhx9",13233.7636577603,-0.663262333017286,0.104746975309694,-6.33204282086702,2.41936315443622e-10,4.40082157791948e-06
"Zeb2",1702.73885442479,0.457361718467968,0.112824775908056,4.05373478286971,5.04063611235903e-05,0.458445854419054
"Xkr4",34.0034578239488,0.060964723777375,0.399230745071928,0.1527054830569,0.878630536628897,0.999924274720869
"Rp1",0.145166857292334,-0.840917238321003,4.0804728567969,-0.206083281970685,0.836725857535419,0.999924274720869
"Sox17",48.0062296692318,0.0517346122116758,0.429831502352775,0.120360215406491,0.904197805743138,0.999924274720869
"Mrpl15",2160.24353919664,0.0443562950573726,0.0826524432355114,0.536660421894401,0.591502199356756,0.999924274720869
"Lypla1",3579.36221526211,0.0441168650159611,0.0892426507988365,0.49434731735396,0.62106091337935,0.999924274720869
"Tcea1",2450.23768008339,0.0829435182934641,0.079990351452486,1.0369190382009,0.299773590478944,0.999924274720869
"Rgs20",124.252630447159,-0.0753911847710411,0.223975196005217,-0.336605062148422,0.736414639644988,0.999924274720869
"Atp6v1h",1226.18849175816,-0.00434410583481335,0.118645283126111,-0.0366142312644313,0.970792596231187,0.999924274720869
"Oprk1",21.5005772468529,0.266289873559292,0.59406668786995,0.448249125892052,0.653973412056343,0.999924274720869
"Npbwr1",7.21769939717886,-0.523510585411867,0.974408754049958,-0.537259731335528,0.59108821688437,0.999924274720869
"Rb1cc1",1636.62762694907,-0.196679862420049,0.139641573250616,-1.40846209220993,0.158994284250708,0.999924274720869
"Fam150a",0.559518063687141,-0.834281133646676,3.15063998633833,-0.264797354589624,0.7911655749073,0.999924274720869
"St18",2.74925267907756,-0.118937381644421,1.24272522659632,-0.0957069021365058,0.923753358955586,0.999924274720869
"Pcmtd1",718.052709091672,-0.00758514271600696,0.131983425182406,-0.0574704187705692,0.954170469551017,0.999924274720869
"Sntg1",14.9482327073073,0.252050540435106,0.55357209412191,0.455316557881977,0.648881515780589,0.999924274720869
"Rrs1",3750.71701612717,0.0605509888304568,0.158656028625185,0.381649467436908,0.702721386879716,0.999924274720869
"Adhfe1",10.1231245179723,0.0863197022257141,0.696854332453265,0.123870510960055,0.901417801934119,0.999924274720869
"3110035E14Rik",0.583665032263903,-1.24432532346737,3.72436010298685,-0.334104460648006,0.738300734186895,0.999924274720869
"Mybl1",741.336740579582,0.00228052009006455,0.182855056017639,0.0124717365750311,0.990049251904598,0.999924274720869
"Vcpip1",2050.98165460023,-0.0979917495125474,0.158906867913152,-0.616661512491097,0.537458012231412,0.999924274720869
"1700034P13Rik",5.66795461040304,-0.155284488706467,0.889569603918914,-0.174561369928082,0.861424304775555,0.999924274720869
"Sgk3",37.5542990461024,0.108550064864381,0.388421501469581,0.279464613708782,0.779888290758178,0.999924274720869
"Mcmdc2",0.909688402861001,2.13182297161992,2.70739364341155,0.787407836613534,0.431043160730677,0.999924274720869
"Snhg6",445.596642429845,0.179504762586066,0.118995902076081,1.5084953301274,0.131427800973428,0.999924274720869
"Snord87",17.8233285750115,0.730921297334231,0.583639025655495,1.25235165094267,0.210441755721478,0.999924274720869
"Tcf24",16.4875851261417,0.0152647156139611,0.919288623369838,0.0166049217034855,0.986751798148844,0.999924274720869
"Ppp1r42",2.00623447100034,0.301284139089464,1.6211385636885,0.185847247013831,0.852564552141567,0.999924274720869
"Cops5",2273.33871755531,0.00740843550899577,0.0873853147266185,0.0847789532162557,0.932437126189697,0.999924274720869
"Cspp1",693.681373567259,-0.112376070708965,0.135627805481721,-0.828562183910807,0.40735219398547,0.999924274720869
"Arfgef1",2966.56534793341,-0.14816021981063,0.120597536931657,-1.22855096032843,0.219240211610033,0.999924274720869
